algorithm,checkpoint,step,model_path,mean_reward,std_reward,min_reward,max_reward,mean_caught,mean_missed,mean_coverage,mean_false
A2C,wildlife_a2c_635000_steps.zip,635000,models/a2c/wildlife_a2c_635000_steps.zip,1022.9331,1071.9901,-53.7184,2851.4434,0.0000,5.0000,16.2000,5.6000
A2C,wildlife_a2c_640000_steps.zip,640000,models/a2c/wildlife_a2c_640000_steps.zip,561.1510,1207.8082,-63.7332,2976.5068,0.8000,6.2000,14.8000,7.2000
A2C,wildlife_a2c_645000_steps.zip,645000,models/a2c/wildlife_a2c_645000_steps.zip,1967.0758,1284.4192,-125.8218,3279.9000,0.0000,5.0000,4.2000,37.6000
A2C,wildlife_a2c_650000_steps.zip,650000,models/a2c/wildlife_a2c_650000_steps.zip,1523.9338,639.2077,649.9894,2203.0530,0.0000,3.8000,13.0000,2.4000
A2C,wildlife_a2c_655000_steps.zip,655000,models/a2c/wildlife_a2c_655000_steps.zip,1581.8276,768.1721,163.0996,2255.2598,0.4000,5.6000,14.2000,8.4000
A2C,wildlife_a2c_660000_steps.zip,660000,models/a2c/wildlife_a2c_660000_steps.zip,-34.9910,36.4072,-79.7920,18.9284,0.8000,7.2000,29.0000,1.0000
A2C,wildlife_a2c_665000_steps.zip,665000,models/a2c/wildlife_a2c_665000_steps.zip,1107.7883,1388.4890,-52.7332,3666.0230,0.4000,6.4000,23.4000,19.2000
A2C,wildlife_a2c_670000_steps.zip,670000,models/a2c/wildlife_a2c_670000_steps.zip,1032.1450,1308.1237,-42.1248,3259.7814,0.0000,6.4000,20.0000,26.0000
A2C,wildlife_a2c_675000_steps.zip,675000,models/a2c/wildlife_a2c_675000_steps.zip,1685.5530,961.6299,-53.9670,2727.1842,0.0000,5.4000,15.6000,0.0000
A2C,wildlife_a2c_680000_steps.zip,680000,models/a2c/wildlife_a2c_680000_steps.zip,1939.7778,1239.9668,40.1440,3613.2238,0.0000,6.2000,15.8000,3.2000
A2C,wildlife_a2c_685000_steps.zip,685000,models/a2c/wildlife_a2c_685000_steps.zip,710.0122,736.6898,-47.0954,1968.9570,0.0000,7.2000,16.2000,54.6000
A2C,wildlife_a2c_690000_steps.zip,690000,models/a2c/wildlife_a2c_690000_steps.zip,354.8785,805.5174,-65.2800,1965.7950,0.0000,9.8000,23.6000,0.8000
A2C,wildlife_a2c_695000_steps.zip,695000,models/a2c/wildlife_a2c_695000_steps.zip,1803.4336,1295.2365,-58.1468,3216.4610,0.0000,4.4000,18.0000,17.0000
A2C,wildlife_a2c_700000_steps.zip,700000,models/a2c/wildlife_a2c_700000_steps.zip,1301.0832,1648.6715,-56.0108,3456.3276,0.0000,8.4000,15.0000,2.4000
A2C,wildlife_a2c_705000_steps.zip,705000,models/a2c/wildlife_a2c_705000_steps.zip,1820.3364,930.1400,775.7666,3510.4222,0.0000,6.6000,15.4000,31.0000
A2C,wildlife_a2c_710000_steps.zip,710000,models/a2c/wildlife_a2c_710000_steps.zip,-44.8366,14.6617,-57.0192,-16.1134,0.2000,7.4000,12.4000,1.0000
A2C,wildlife_a2c_715000_steps.zip,715000,models/a2c/wildlife_a2c_715000_steps.zip,1832.0190,1621.6420,-48.7816,3664.3770,0.0000,6.2000,16.6000,0.4000
A2C,wildlife_a2c_720000_steps.zip,720000,models/a2c/wildlife_a2c_720000_steps.zip,1678.2316,1477.5366,-74.7764,3623.9524,0.2000,8.2000,23.6000,2.2000
A2C,wildlife_a2c_725000_steps.zip,725000,models/a2c/wildlife_a2c_725000_steps.zip,583.9406,675.2616,-378.8592,1722.2954,0.0000,6.6000,11.2000,63.6000
A2C,wildlife_a2c_730000_steps.zip,730000,models/a2c/wildlife_a2c_730000_steps.zip,1279.5220,1607.0826,-60.8584,3699.9000,0.8000,7.4000,18.8000,9.0000
A2C,wildlife_a2c_735000_steps.zip,735000,models/a2c/wildlife_a2c_735000_steps.zip,-75.7571,4.5808,-82.7516,-70.7042,0.0000,9.6000,39.4000,1.0000
A2C,wildlife_a2c_740000_steps.zip,740000,models/a2c/wildlife_a2c_740000_steps.zip,1110.0835,1445.8779,-62.7328,3150.1688,0.0000,5.0000,9.6000,11.8000
A2C,wildlife_a2c_745000_steps.zip,745000,models/a2c/wildlife_a2c_745000_steps.zip,2552.9941,1376.5268,-34.9132,3699.9000,0.0000,4.2000,11.0000,12.0000
A2C,wildlife_a2c_750000_steps.zip,750000,models/a2c/wildlife_a2c_750000_steps.zip,192.9712,367.8424,-48.5228,922.9034,1.2000,8.2000,19.6000,4.4000
A2C,wildlife_a2c_755000_steps.zip,755000,models/a2c/wildlife_a2c_755000_steps.zip,305.6047,707.6728,-60.5930,1720.8710,0.0000,9.8000,26.2000,3.0000
A2C,wildlife_a2c_760000_steps.zip,760000,models/a2c/wildlife_a2c_760000_steps.zip,1522.9272,1423.1722,-62.7906,3645.3018,0.0000,5.8000,10.2000,1.6000
A2C,wildlife_a2c_765000_steps.zip,765000,models/a2c/wildlife_a2c_765000_steps.zip,1118.6696,1155.8291,-75.5588,2951.1734,0.0000,6.8000,13.8000,0.2000
A2C,wildlife_a2c_770000_steps.zip,770000,models/a2c/wildlife_a2c_770000_steps.zip,392.6019,750.2821,-50.2708,1883.1022,0.0000,8.6000,20.4000,1.6000
A2C,wildlife_a2c_775000_steps.zip,775000,models/a2c/wildlife_a2c_775000_steps.zip,1024.5485,1461.4959,-90.0038,3699.9000,0.8000,6.8000,15.2000,2.8000
A2C,wildlife_a2c_780000_steps.zip,780000,models/a2c/wildlife_a2c_780000_steps.zip,818.7819,889.3859,-68.6628,1947.7964,0.0000,12.0000,18.0000,28.8000
A2C,wildlife_a2c_785000_steps.zip,785000,models/a2c/wildlife_a2c_785000_steps.zip,1260.3956,816.6327,-49.7332,2048.3510,0.0000,7.0000,19.2000,16.4000
A2C,wildlife_a2c_790000_steps.zip,790000,models/a2c/wildlife_a2c_790000_steps.zip,-81.7830,12.1332,-100.1202,-62.7332,0.0000,9.8000,14.6000,1.0000
A2C,wildlife_a2c_795000_steps.zip,795000,models/a2c/wildlife_a2c_795000_steps.zip,2093.4674,1769.6909,-61.2420,3804.3340,0.2000,9.2000,10.8000,21.4000
A2C,wildlife_a2c_800000_steps.zip,800000,models/a2c/wildlife_a2c_800000_steps.zip,973.9583,1838.9578,-20.8880,4650.4198,2.6000,7.2000,22.8000,2.8000
A2C,wildlife_a2c_805000_steps.zip,805000,models/a2c/wildlife_a2c_805000_steps.zip,1453.3098,1834.4950,-70.9430,3699.9000,0.4000,6.0000,10.2000,0.6000
A2C,wildlife_a2c_810000_steps.zip,810000,models/a2c/wildlife_a2c_810000_steps.zip,1277.1092,1275.9912,-75.8762,2981.3426,0.0000,7.4000,16.8000,0.4000
A2C,wildlife_a2c_815000_steps.zip,815000,models/a2c/wildlife_a2c_815000_steps.zip,313.5411,793.8607,-96.7688,1901.0528,0.0000,8.0000,12.8000,1.6000
A2C,wildlife_a2c_820000_steps.zip,820000,models/a2c/wildlife_a2c_820000_steps.zip,1633.1245,1210.2344,65.2552,3276.7396,0.6000,8.2000,22.0000,28.2000
A2C,wildlife_a2c_825000_steps.zip,825000,models/a2c/wildlife_a2c_825000_steps.zip,614.4837,995.8798,-51.4452,2521.2998,0.0000,11.4000,12.8000,2.6000
A2C,wildlife_a2c_830000_steps.zip,830000,models/a2c/wildlife_a2c_830000_steps.zip,1559.1921,757.6112,86.3966,2133.0106,0.8000,7.6000,18.6000,29.0000
A2C,wildlife_a2c_835000_steps.zip,835000,models/a2c/wildlife_a2c_835000_steps.zip,2935.0601,1530.5957,434.8114,4964.9704,0.2000,7.2000,12.4000,9.4000
A2C,wildlife_a2c_840000_steps.zip,840000,models/a2c/wildlife_a2c_840000_steps.zip,545.4617,1039.0966,-15.4744,2622.4080,2.4000,7.2000,12.0000,0.8000
A2C,wildlife_a2c_845000_steps.zip,845000,models/a2c/wildlife_a2c_845000_steps.zip,2444.0620,2012.8573,54.3198,4867.1908,1.6000,10.0000,18.0000,16.6000
A2C,wildlife_a2c_850000_steps.zip,850000,models/a2c/wildlife_a2c_850000_steps.zip,1115.5937,1471.6854,-60.4678,3699.9000,1.2000,9.4000,14.0000,16.8000
A2C,wildlife_a2c_855000_steps.zip,855000,models/a2c/wildlife_a2c_855000_steps.zip,1345.0822,834.5663,-33.6086,2553.0358,0.2000,6.6000,23.0000,14.8000
A2C,wildlife_a2c_860000_steps.zip,860000,models/a2c/wildlife_a2c_860000_steps.zip,890.3387,1888.3997,-62.8448,4667.1032,0.0000,10.6000,16.0000,1.2000
A2C,wildlife_a2c_865000_steps.zip,865000,models/a2c/wildlife_a2c_865000_steps.zip,972.0358,1320.3505,-94.4086,3070.0474,0.0000,6.2000,22.2000,9.6000
A2C,wildlife_a2c_870000_steps.zip,870000,models/a2c/wildlife_a2c_870000_steps.zip,874.0913,1834.4847,-49.0108,4543.0530,0.0000,8.8000,15.2000,1.2000
A2C,wildlife_a2c_875000_steps.zip,875000,models/a2c/wildlife_a2c_875000_steps.zip,1210.6997,1488.1008,-60.7252,3090.1860,0.0000,5.6000,12.4000,9.0000
A2C,wildlife_a2c_880000_steps.zip,880000,models/a2c/wildlife_a2c_880000_steps.zip,1535.1158,1367.0461,-69.3278,3220.5500,0.0000,7.8000,17.4000,11.2000
A2C,wildlife_a2c_885000_steps.zip,885000,models/a2c/wildlife_a2c_885000_steps.zip,648.5219,1194.1820,-9.6748,3034.1300,2.2000,5.6000,17.4000,0.8000
A2C,wildlife_a2c_890000_steps.zip,890000,models/a2c/wildlife_a2c_890000_steps.zip,624.8217,1254.7302,-378.3276,3084.6662,0.0000,9.8000,18.4000,39.2000
A2C,wildlife_a2c_895000_steps.zip,895000,models/a2c/wildlife_a2c_895000_steps.zip,2369.8643,1113.5116,950.5234,3844.6288,0.2000,7.8000,26.2000,5.8000
A2C,wildlife_a2c_900000_steps.zip,900000,models/a2c/wildlife_a2c_900000_steps.zip,-68.9229,33.2645,-98.4128,-3.9500,0.2000,7.2000,15.6000,1.0000
A2C,wildlife_a2c_905000_steps.zip,905000,models/a2c/wildlife_a2c_905000_steps.zip,277.5677,632.9500,-72.6438,1542.5152,0.2000,7.6000,18.6000,8.4000
A2C,wildlife_a2c_910000_steps.zip,910000,models/a2c/wildlife_a2c_910000_steps.zip,1913.9412,1214.9626,-76.5914,3699.9000,0.0000,6.6000,12.4000,4.2000
A2C,wildlife_a2c_915000_steps.zip,915000,models/a2c/wildlife_a2c_915000_steps.zip,979.3016,1284.3997,-76.1340,2704.7852,0.0000,7.0000,13.8000,0.6000
A2C,wildlife_a2c_920000_steps.zip,920000,models/a2c/wildlife_a2c_920000_steps.zip,1902.5647,1132.1167,39.7312,3493.5514,0.6000,7.4000,17.2000,18.0000
A2C,wildlife_a2c_925000_steps.zip,925000,models/a2c/wildlife_a2c_925000_steps.zip,1420.4955,975.3520,-43.1964,2514.7358,0.2000,4.2000,9.0000,1.6000
A2C,wildlife_a2c_930000_steps.zip,930000,models/a2c/wildlife_a2c_930000_steps.zip,908.6472,1175.3660,5.2316,2941.1468,1.4000,5.0000,17.4000,0.6000
A2C,wildlife_a2c_935000_steps.zip,935000,models/a2c/wildlife_a2c_935000_steps.zip,972.3827,1338.3562,-72.4472,3227.4220,0.2000,9.0000,20.0000,3.4000
A2C,wildlife_a2c_940000_steps.zip,940000,models/a2c/wildlife_a2c_940000_steps.zip,1215.1731,1603.5808,-82.4162,3617.3784,0.0000,6.8000,26.2000,2.8000
A2C,wildlife_a2c_945000_steps.zip,945000,models/a2c/wildlife_a2c_945000_steps.zip,855.7796,1402.7876,-60.0054,3576.2394,0.2000,7.6000,24.2000,1.6000
A2C,wildlife_a2c_950000_steps.zip,950000,models/a2c/wildlife_a2c_950000_steps.zip,696.5678,1215.9867,-45.9444,3088.1312,0.0000,7.6000,32.0000,1.8000
A2C,wildlife_a2c_955000_steps.zip,955000,models/a2c/wildlife_a2c_955000_steps.zip,2417.7164,1297.4880,-5.8410,3699.9000,0.2000,9.2000,21.2000,26.4000
A2C,wildlife_a2c_960000_steps.zip,960000,models/a2c/wildlife_a2c_960000_steps.zip,853.9992,1135.3696,-60.1082,3033.2882,0.4000,7.4000,19.8000,8.0000
A2C,wildlife_a2c_965000_steps.zip,965000,models/a2c/wildlife_a2c_965000_steps.zip,1461.2906,882.8757,-50.9670,2719.6776,0.0000,6.8000,13.8000,0.0000
A2C,wildlife_a2c_970000_steps.zip,970000,models/a2c/wildlife_a2c_970000_steps.zip,1507.6081,1347.7851,-63.4034,3383.3980,0.2000,5.4000,12.6000,26.0000
A2C,wildlife_a2c_975000_steps.zip,975000,models/a2c/wildlife_a2c_975000_steps.zip,663.2636,1518.7071,-105.0984,3700.6494,0.0000,8.4000,9.2000,0.8000
A2C,wildlife_a2c_980000_steps.zip,980000,models/a2c/wildlife_a2c_980000_steps.zip,716.9809,1491.5423,-48.3692,3699.9000,0.4000,9.4000,17.6000,0.8000
A2C,wildlife_a2c_985000_steps.zip,985000,models/a2c/wildlife_a2c_985000_steps.zip,922.5716,881.2575,-43.9800,2280.5032,0.2000,8.2000,23.4000,28.4000
A2C,wildlife_a2c_990000_steps.zip,990000,models/a2c/wildlife_a2c_990000_steps.zip,1140.8559,1230.5984,-51.0954,3229.6970,0.0000,8.0000,15.4000,3.2000
A2C,wildlife_a2c_995000_steps.zip,995000,models/a2c/wildlife_a2c_995000_steps.zip,1014.9556,856.3121,-4.7682,2168.0080,0.0000,9.4000,21.2000,48.4000
A2C,wildlife_a2c_1000000_steps.zip,1000000,models/a2c/wildlife_a2c_1000000_steps.zip,915.9244,1068.1463,-78.6072,2229.9444,0.0000,7.2000,19.4000,8.4000
A2C,wildlife_a2c_final.zip,1000000000,models/a2c/wildlife_a2c_final.zip,2219.1189,2161.3370,-107.1744,4959.4130,0.0000,9.4000,10.2000,7.2000
DQN,wildlife_dqn_5000_steps.zip,5000,models/dqn/wildlife_dqn_5000_steps.zip,-60.1084,4.5307,-64.9670,-51.6776,0.0000,6.2000,4.0000,0.0000
DQN,wildlife_dqn_10000_steps.zip,10000,models/dqn/wildlife_dqn_10000_steps.zip,-47.2572,9.1387,-59.4614,-32.4154,0.0000,7.0000,10.8000,0.0000
DQN,wildlife_dqn_15000_steps.zip,15000,models/dqn/wildlife_dqn_15000_steps.zip,15.4714,67.8178,-49.9670,138.8290,1.8000,2.8000,17.2000,0.0000
DQN,wildlife_dqn_20000_steps.zip,20000,models/dqn/wildlife_dqn_20000_steps.zip,840.2228,985.5915,-40.9038,2245.8852,1.0000,5.0000,9.8000,12.4000
DQN,wildlife_dqn_25000_steps.zip,25000,models/dqn/wildlife_dqn_25000_steps.zip,1290.1562,1241.5483,-990.4166,2363.2220,0.0000,5.2000,20.4000,40.4000
DQN,wildlife_dqn_30000_steps.zip,30000,models/dqn/wildlife_dqn_30000_steps.zip,-312.4598,997.6789,-1168.6270,1466.5886,0.0000,5.2000,11.8000,141.6000
DQN,wildlife_dqn_35000_steps.zip,35000,models/dqn/wildlife_dqn_35000_steps.zip,10.5016,1911.0006,-1418.8726,3699.9000,0.0000,6.4000,12.0000,157.2000
DQN,wildlife_dqn_40000_steps.zip,40000,models/dqn/wildlife_dqn_40000_steps.zip,666.3910,525.9595,-211.9440,1436.7404,0.0000,7.6000,13.4000,110.2000
DQN,wildlife_dqn_45000_steps.zip,45000,models/dqn/wildlife_dqn_45000_steps.zip,-163.9611,882.5649,-1125.6280,1149.9056,0.0000,6.4000,6.4000,112.0000
DQN,wildlife_dqn_50000_steps.zip,50000,models/dqn/wildlife_dqn_50000_steps.zip,1966.6422,1033.2754,299.8038,3194.3972,0.0000,5.0000,13.6000,17.0000
DQN,wildlife_dqn_55000_steps.zip,55000,models/dqn/wildlife_dqn_55000_steps.zip,1656.9593,691.8134,335.1438,2265.4692,0.0000,5.0000,18.6000,12.8000
DQN,wildlife_dqn_60000_steps.zip,60000,models/dqn/wildlife_dqn_60000_steps.zip,1407.5014,758.2400,84.7026,2182.3356,0.0000,5.8000,14.0000,35.8000
DQN,wildlife_dqn_65000_steps.zip,65000,models/dqn/wildlife_dqn_65000_steps.zip,1066.3868,1005.4327,-565.7674,2134.9014,0.0000,6.4000,17.2000,70.6000
DQN,wildlife_dqn_70000_steps.zip,70000,models/dqn/wildlife_dqn_70000_steps.zip,-344.4142,678.6557,-1274.0972,310.6246,0.0000,5.2000,10.2000,144.4000
DQN,wildlife_dqn_75000_steps.zip,75000,models/dqn/wildlife_dqn_75000_steps.zip,1910.3345,1139.8365,78.2304,3659.4230,0.0000,5.6000,14.6000,21.2000
DQN,wildlife_dqn_80000_steps.zip,80000,models/dqn/wildlife_dqn_80000_steps.zip,1756.0742,1840.2431,100.0994,5154.2132,0.0000,7.0000,16.4000,21.6000
DQN,wildlife_dqn_85000_steps.zip,85000,models/dqn/wildlife_dqn_85000_steps.zip,999.9411,1418.1844,-66.7318,3652.0556,0.0000,6.2000,19.2000,27.4000
DQN,wildlife_dqn_90000_steps.zip,90000,models/dqn/wildlife_dqn_90000_steps.zip,2181.6510,1736.3498,-14.1192,3699.9000,0.0000,8.2000,12.8000,29.6000
DQN,wildlife_dqn_95000_steps.zip,95000,models/dqn/wildlife_dqn_95000_steps.zip,2544.9348,693.2467,1792.5348,3532.8218,0.0000,9.0000,14.4000,25.0000
DQN,wildlife_dqn_100000_steps.zip,100000,models/dqn/wildlife_dqn_100000_steps.zip,2943.5048,1117.4984,748.7860,3699.9000,0.0000,6.8000,16.0000,24.0000
DQN,wildlife_dqn_105000_steps.zip,105000,models/dqn/wildlife_dqn_105000_steps.zip,537.7291,1005.4083,-667.4760,1750.6738,0.0000,7.2000,16.6000,33.8000
DQN,wildlife_dqn_110000_steps.zip,110000,models/dqn/wildlife_dqn_110000_steps.zip,1836.9782,1281.2813,-65.1628,3637.6000,0.0000,5.4000,17.2000,19.6000
DQN,wildlife_dqn_115000_steps.zip,115000,models/dqn/wildlife_dqn_115000_steps.zip,2375.7366,1111.9110,934.2998,3508.9514,0.0000,7.8000,16.8000,23.6000
DQN,wildlife_dqn_120000_steps.zip,120000,models/dqn/wildlife_dqn_120000_steps.zip,2304.4028,1238.9074,-39.1646,3580.3834,0.0000,5.0000,10.2000,19.0000
DQN,wildlife_dqn_125000_steps.zip,125000,models/dqn/wildlife_dqn_125000_steps.zip,1124.9625,760.1829,-52.7328,2111.2108,0.0000,6.6000,19.8000,42.4000
DQN,wildlife_dqn_130000_steps.zip,130000,models/dqn/wildlife_dqn_130000_steps.zip,1321.6659,1288.8729,-60.7332,3585.0084,0.0000,4.8000,10.8000,8.4000
DQN,wildlife_dqn_135000_steps.zip,135000,models/dqn/wildlife_dqn_135000_steps.zip,2387.5974,980.9022,1319.0442,3840.9704,0.0000,9.8000,22.4000,44.2000
DQN,wildlife_dqn_140000_steps.zip,140000,models/dqn/wildlife_dqn_140000_steps.zip,2653.0907,989.0003,1121.8160,3699.9000,0.0000,6.0000,21.0000,49.2000
DQN,wildlife_dqn_145000_steps.zip,145000,models/dqn/wildlife_dqn_145000_steps.zip,675.9771,610.7213,-64.2384,1298.4728,0.0000,7.2000,29.4000,57.4000
DQN,wildlife_dqn_150000_steps.zip,150000,models/dqn/wildlife_dqn_150000_steps.zip,1245.5032,1172.0870,-24.9716,3219.3284,0.0000,5.6000,25.0000,32.8000
DQN,wildlife_dqn_155000_steps.zip,155000,models/dqn/wildlife_dqn_155000_steps.zip,1018.8516,877.1614,-44.5882,2373.5538,0.0000,7.0000,20.6000,15.6000
DQN,wildlife_dqn_160000_steps.zip,160000,models/dqn/wildlife_dqn_160000_steps.zip,1778.5204,729.6768,782.5354,2872.7786,0.0000,7.2000,28.6000,15.2000
DQN,wildlife_dqn_165000_steps.zip,165000,models/dqn/wildlife_dqn_165000_steps.zip,1191.1415,665.3512,451.1960,2219.9178,0.0000,8.4000,20.2000,50.0000
DQN,wildlife_dqn_170000_steps.zip,170000,models/dqn/wildlife_dqn_170000_steps.zip,917.5154,560.7342,-62.0478,1422.2768,0.0000,8.0000,15.8000,65.2000
DQN,wildlife_dqn_175000_steps.zip,175000,models/dqn/wildlife_dqn_175000_steps.zip,2381.6395,1129.6623,634.7712,3860.1546,0.0000,5.8000,9.6000,28.2000
DQN,wildlife_dqn_180000_steps.zip,180000,models/dqn/wildlife_dqn_180000_steps.zip,2101.0633,1237.0575,217.7320,3699.9000,0.0000,5.2000,12.6000,4.6000
DQN,wildlife_dqn_185000_steps.zip,185000,models/dqn/wildlife_dqn_185000_steps.zip,1724.3037,1091.7462,674.6874,3699.9000,0.0000,6.8000,20.0000,37.2000
DQN,wildlife_dqn_190000_steps.zip,190000,models/dqn/wildlife_dqn_190000_steps.zip,1597.7524,940.5690,-59.0484,2757.9038,0.0000,8.2000,15.6000,1.0000
DQN,wildlife_dqn_195000_steps.zip,195000,models/dqn/wildlife_dqn_195000_steps.zip,1469.9757,1374.1603,103.1668,3699.9000,0.0000,5.8000,13.8000,13.0000
DQN,wildlife_dqn_200000_steps.zip,200000,models/dqn/wildlife_dqn_200000_steps.zip,808.9271,1043.9963,-971.4746,2151.2424,0.0000,7.4000,24.2000,82.4000
DQN,wildlife_dqn_205000_steps.zip,205000,models/dqn/wildlife_dqn_205000_steps.zip,2888.6236,1270.5359,1231.1362,4866.2462,0.0000,7.6000,20.0000,29.2000
DQN,wildlife_dqn_210000_steps.zip,210000,models/dqn/wildlife_dqn_210000_steps.zip,1128.7497,1313.4341,-231.4758,3212.9122,0.0000,8.4000,19.2000,40.4000
DQN,wildlife_dqn_215000_steps.zip,215000,models/dqn/wildlife_dqn_215000_steps.zip,2799.8084,1091.0227,921.2824,3699.9000,0.0000,4.6000,9.6000,2.6000
DQN,wildlife_dqn_220000_steps.zip,220000,models/dqn/wildlife_dqn_220000_steps.zip,2031.4821,931.4334,987.9744,3699.9000,0.0000,5.4000,15.0000,7.2000
DQN,wildlife_dqn_225000_steps.zip,225000,models/dqn/wildlife_dqn_225000_steps.zip,1935.9129,1129.7050,665.6850,3533.0600,0.0000,9.2000,26.8000,19.2000
DQN,wildlife_dqn_230000_steps.zip,230000,models/dqn/wildlife_dqn_230000_steps.zip,1204.5737,870.3795,58.2632,2447.8628,0.0000,5.0000,33.0000,2.2000
DQN,wildlife_dqn_235000_steps.zip,235000,models/dqn/wildlife_dqn_235000_steps.zip,1658.7081,715.1810,792.1374,2772.7498,0.0000,6.2000,15.2000,15.0000
DQN,wildlife_dqn_240000_steps.zip,240000,models/dqn/wildlife_dqn_240000_steps.zip,2312.9742,1594.5280,-68.7332,4200.6182,0.0000,5.4000,9.6000,31.4000
DQN,wildlife_dqn_245000_steps.zip,245000,models/dqn/wildlife_dqn_245000_steps.zip,1429.2766,1408.4921,-68.7330,3658.6396,0.0000,6.0000,11.2000,6.6000
DQN,wildlife_dqn_250000_steps.zip,250000,models/dqn/wildlife_dqn_250000_steps.zip,1994.3966,744.4974,934.7658,3030.3708,0.0000,9.2000,19.4000,52.4000
DQN,wildlife_dqn_255000_steps.zip,255000,models/dqn/wildlife_dqn_255000_steps.zip,193.6886,453.4373,-67.7326,1098.4572,0.0000,5.6000,18.2000,53.0000
