algorithm,checkpoint,step,model_path,mean_reward,std_reward,min_reward,max_reward,mean_caught,mean_missed,mean_coverage,mean_false
DQN,wildlife_dqn_885000_steps.zip,885000,models/dqn/wildlife_dqn_885000_steps.zip,2671.3102,1187.6174,887.3332,4015.2716,0.0000,9.6000,14.4000,1.2000
DQN,wildlife_dqn_890000_steps.zip,890000,models/dqn/wildlife_dqn_890000_steps.zip,2887.2156,843.7292,2067.0688,4328.6554,0.0000,6.4000,17.6000,0.0000
DQN,wildlife_dqn_895000_steps.zip,895000,models/dqn/wildlife_dqn_895000_steps.zip,1566.6810,2104.0392,-1963.8032,4161.7814,0.0000,8.2000,12.2000,88.0000
DQN,wildlife_dqn_900000_steps.zip,900000,models/dqn/wildlife_dqn_900000_steps.zip,2730.4940,979.6687,1193.5694,3854.3090,0.0000,8.4000,12.4000,13.4000
DQN,wildlife_dqn_905000_steps.zip,905000,models/dqn/wildlife_dqn_905000_steps.zip,3850.7794,1576.7337,1458.3860,6133.7244,0.0000,10.4000,12.2000,7.8000
DQN,wildlife_dqn_910000_steps.zip,910000,models/dqn/wildlife_dqn_910000_steps.zip,2585.9966,927.0905,754.6370,3299.6056,0.0000,8.2000,15.8000,11.0000
DQN,wildlife_dqn_915000_steps.zip,915000,models/dqn/wildlife_dqn_915000_steps.zip,2351.7732,1507.9434,919.1974,5125.3472,0.0000,7.2000,17.6000,58.8000
DQN,wildlife_dqn_920000_steps.zip,920000,models/dqn/wildlife_dqn_920000_steps.zip,2620.5570,892.0984,1445.5132,3571.6672,0.0000,6.2000,21.2000,39.2000
DQN,wildlife_dqn_925000_steps.zip,925000,models/dqn/wildlife_dqn_925000_steps.zip,3189.1395,1148.2702,1146.1876,4389.6614,0.0000,9.2000,12.0000,4.8000
DQN,wildlife_dqn_930000_steps.zip,930000,models/dqn/wildlife_dqn_930000_steps.zip,2883.7832,874.9055,1201.5416,3699.9000,0.0000,6.2000,10.0000,1.2000
DQN,wildlife_dqn_935000_steps.zip,935000,models/dqn/wildlife_dqn_935000_steps.zip,2627.2521,1944.8609,-258.4306,5716.3500,0.0000,8.2000,13.6000,13.0000
DQN,wildlife_dqn_940000_steps.zip,940000,models/dqn/wildlife_dqn_940000_steps.zip,1925.9517,1364.3349,614.8104,4320.3840,0.0000,7.0000,12.0000,17.0000
DQN,wildlife_dqn_945000_steps.zip,945000,models/dqn/wildlife_dqn_945000_steps.zip,1912.2368,1474.9548,-214.7454,4352.4814,0.0000,5.8000,17.4000,38.2000
DQN,wildlife_dqn_950000_steps.zip,950000,models/dqn/wildlife_dqn_950000_steps.zip,3453.9753,1602.1564,884.3088,5033.0194,0.0000,11.8000,16.2000,17.6000
DQN,wildlife_dqn_955000_steps.zip,955000,models/dqn/wildlife_dqn_955000_steps.zip,1482.4271,1211.9343,-71.0498,2912.5750,0.0000,9.6000,15.6000,18.0000
DQN,wildlife_dqn_960000_steps.zip,960000,models/dqn/wildlife_dqn_960000_steps.zip,1795.1147,1178.4356,94.5860,3199.5956,0.0000,6.0000,10.2000,0.4000
DQN,wildlife_dqn_965000_steps.zip,965000,models/dqn/wildlife_dqn_965000_steps.zip,2777.2746,580.4226,2099.7382,3734.2878,0.0000,8.4000,13.8000,1.8000
DQN,wildlife_dqn_970000_steps.zip,970000,models/dqn/wildlife_dqn_970000_steps.zip,2677.4918,544.8136,2115.6220,3696.8982,0.0000,8.4000,13.0000,0.2000
DQN,wildlife_dqn_975000_steps.zip,975000,models/dqn/wildlife_dqn_975000_steps.zip,1965.9190,1403.1005,260.6244,3699.9000,0.0000,4.8000,15.8000,3.0000
DQN,wildlife_dqn_980000_steps.zip,980000,models/dqn/wildlife_dqn_980000_steps.zip,1205.2894,2060.0405,-1588.2116,3983.8166,0.0000,9.6000,22.0000,80.4000
DQN,wildlife_dqn_985000_steps.zip,985000,models/dqn/wildlife_dqn_985000_steps.zip,2812.7174,1626.5877,844.2148,4514.9032,0.0000,10.0000,20.2000,7.4000
DQN,wildlife_dqn_990000_steps.zip,990000,models/dqn/wildlife_dqn_990000_steps.zip,2012.1373,741.3093,668.1118,2773.8898,0.0000,8.2000,13.6000,1.2000
DQN,wildlife_dqn_995000_steps.zip,995000,models/dqn/wildlife_dqn_995000_steps.zip,3137.3687,614.6760,2032.9910,3686.6994,0.0000,5.4000,13.4000,0.0000
DQN,wildlife_dqn_1000000_steps.zip,1000000,models/dqn/wildlife_dqn_1000000_steps.zip,2489.9522,724.7694,1512.8424,3324.2146,0.0000,7.4000,23.6000,9.4000
DQN,wildlife_dqn_final.zip,1000000000,models/dqn/wildlife_dqn_final.zip,2515.7844,720.2079,1716.8998,3699.9000,0.0000,4.0000,9.0000,0.2000
PPO,wildlife_ppo_10000_steps.zip,10000,models/ppo/wildlife_ppo_10000_steps.zip,920.9624,1186.3823,-474.5886,2321.6152,0.0000,8.0000,3.4000,42.2000
PPO,wildlife_ppo_20000_steps.zip,20000,models/ppo/wildlife_ppo_20000_steps.zip,732.7473,1768.6017,-1445.4562,2419.5060,0.0000,5.8000,9.8000,108.0000
PPO,wildlife_ppo_30000_steps.zip,30000,models/ppo/wildlife_ppo_30000_steps.zip,441.8048,1366.3415,-1325.2568,2785.4300,0.0000,4.8000,4.6000,66.6000
PPO,wildlife_ppo_40000_steps.zip,40000,models/ppo/wildlife_ppo_40000_steps.zip,1804.2648,1285.0908,-124.0706,3685.6166,0.0000,4.4000,4.8000,3.8000
PPO,wildlife_ppo_50000_steps.zip,50000,models/ppo/wildlife_ppo_50000_steps.zip,2319.0966,1431.3619,133.6224,3699.9000,0.0000,4.8000,4.6000,2.8000
PPO,wildlife_ppo_60000_steps.zip,60000,models/ppo/wildlife_ppo_60000_steps.zip,1316.0825,1640.7084,-1232.0868,3027.9000,0.0000,6.6000,5.2000,71.2000
PPO,wildlife_ppo_70000_steps.zip,70000,models/ppo/wildlife_ppo_70000_steps.zip,1844.0264,1351.5519,-808.3796,2797.7570,0.0000,3.6000,8.4000,40.8000
PPO,wildlife_ppo_80000_steps.zip,80000,models/ppo/wildlife_ppo_80000_steps.zip,1070.1595,1443.6337,-1094.2634,2972.3808,0.0000,6.0000,5.0000,62.8000
PPO,wildlife_ppo_90000_steps.zip,90000,models/ppo/wildlife_ppo_90000_steps.zip,311.1025,1030.9013,-1083.2956,1927.8162,0.0000,5.6000,7.8000,69.6000
PPO,wildlife_ppo_100000_steps.zip,100000,models/ppo/wildlife_ppo_100000_steps.zip,704.8120,1289.1859,-1542.3006,2316.6502,0.0000,6.2000,6.2000,81.0000
PPO,wildlife_ppo_110000_steps.zip,110000,models/ppo/wildlife_ppo_110000_steps.zip,1855.6533,1333.4941,421.7838,4026.9932,0.0000,6.2000,9.4000,60.8000
PPO,wildlife_ppo_120000_steps.zip,120000,models/ppo/wildlife_ppo_120000_steps.zip,2898.6220,1476.6068,943.0552,5105.5646,0.0000,7.6000,4.2000,34.2000
PPO,wildlife_ppo_130000_steps.zip,130000,models/ppo/wildlife_ppo_130000_steps.zip,1004.6547,1990.8540,-1550.1000,4468.9902,0.0000,8.0000,6.0000,52.4000
PPO,wildlife_ppo_140000_steps.zip,140000,models/ppo/wildlife_ppo_140000_steps.zip,1372.6753,898.1465,251.3520,2805.7022,0.0000,10.0000,4.6000,45.8000
PPO,wildlife_ppo_150000_steps.zip,150000,models/ppo/wildlife_ppo_150000_steps.zip,331.6217,2346.2761,-2528.2072,3329.6278,0.0000,8.0000,1.4000,194.2000
PPO,wildlife_ppo_160000_steps.zip,160000,models/ppo/wildlife_ppo_160000_steps.zip,598.9052,2104.6875,-1955.7856,3699.9000,0.0000,6.6000,1.2000,112.6000
PPO,wildlife_ppo_170000_steps.zip,170000,models/ppo/wildlife_ppo_170000_steps.zip,1603.9645,1924.1238,-1136.2622,3604.5992,0.0000,7.4000,4.2000,68.2000
PPO,wildlife_ppo_180000_steps.zip,180000,models/ppo/wildlife_ppo_180000_steps.zip,879.4809,2190.5203,-2602.4952,3574.6494,0.0000,6.6000,4.2000,96.2000
PPO,wildlife_ppo_190000_steps.zip,190000,models/ppo/wildlife_ppo_190000_steps.zip,2918.1189,1983.0306,-453.0840,5741.3480,0.0000,8.0000,2.0000,25.6000
PPO,wildlife_ppo_200000_steps.zip,200000,models/ppo/wildlife_ppo_200000_steps.zip,1288.8930,3159.4105,-2404.4096,5511.6480,0.0000,6.6000,3.0000,128.8000
PPO,wildlife_ppo_210000_steps.zip,210000,models/ppo/wildlife_ppo_210000_steps.zip,3670.1554,990.7637,2276.8944,4798.4448,0.0000,9.0000,3.0000,34.0000
PPO,wildlife_ppo_220000_steps.zip,220000,models/ppo/wildlife_ppo_220000_steps.zip,2623.8890,1705.4942,1053.9000,5537.4416,0.0000,8.2000,1.4000,38.6000
PPO,wildlife_ppo_230000_steps.zip,230000,models/ppo/wildlife_ppo_230000_steps.zip,1211.4242,1812.3802,-1706.7670,3265.3490,0.0000,8.6000,5.8000,128.4000
PPO,wildlife_ppo_240000_steps.zip,240000,models/ppo/wildlife_ppo_240000_steps.zip,2433.6984,711.4751,1410.9000,3333.9526,0.0000,6.4000,4.4000,36.2000
PPO,wildlife_ppo_250000_steps.zip,250000,models/ppo/wildlife_ppo_250000_steps.zip,2001.0373,1125.3575,540.8776,3561.9458,0.0000,4.6000,5.4000,31.0000
PPO,wildlife_ppo_260000_steps.zip,260000,models/ppo/wildlife_ppo_260000_steps.zip,847.3986,1905.8393,-1550.1000,3670.9992,0.0000,7.2000,2.6000,112.4000
PPO,wildlife_ppo_270000_steps.zip,270000,models/ppo/wildlife_ppo_270000_steps.zip,1981.0308,1988.0440,-1265.2014,4795.5126,0.0000,9.8000,4.0000,51.2000
PPO,wildlife_ppo_280000_steps.zip,280000,models/ppo/wildlife_ppo_280000_steps.zip,2963.3076,1689.7582,484.4044,4923.8560,0.0000,8.6000,6.2000,57.0000
PPO,wildlife_ppo_290000_steps.zip,290000,models/ppo/wildlife_ppo_290000_steps.zip,2063.5562,2672.6584,-1893.0096,5973.1346,0.0000,8.8000,1.2000,101.0000
PPO,wildlife_ppo_300000_steps.zip,300000,models/ppo/wildlife_ppo_300000_steps.zip,2733.4970,1625.9100,53.6690,4653.9208,0.0000,6.6000,6.6000,37.6000
PPO,wildlife_ppo_310000_steps.zip,310000,models/ppo/wildlife_ppo_310000_steps.zip,2079.2682,2584.8266,-2320.0540,5104.3568,0.0000,9.4000,3.0000,92.6000
PPO,wildlife_ppo_320000_steps.zip,320000,models/ppo/wildlife_ppo_320000_steps.zip,2502.1623,1522.2774,-56.0008,4134.9488,0.0000,9.6000,1.4000,2.6000
PPO,wildlife_ppo_330000_steps.zip,330000,models/ppo/wildlife_ppo_330000_steps.zip,1174.7296,2458.5847,-1955.8204,3682.6992,0.0000,7.8000,2.2000,137.2000
PPO,wildlife_ppo_340000_steps.zip,340000,models/ppo/wildlife_ppo_340000_steps.zip,1985.8227,1141.3744,306.5966,3635.4478,0.0000,6.4000,3.2000,4.4000
PPO,wildlife_ppo_350000_steps.zip,350000,models/ppo/wildlife_ppo_350000_steps.zip,2570.8794,768.0186,1297.0624,3591.7488,0.0000,9.0000,1.0000,53.0000
PPO,wildlife_ppo_360000_steps.zip,360000,models/ppo/wildlife_ppo_360000_steps.zip,1030.9910,1823.6504,-1208.4304,3234.4688,0.0000,8.2000,1.0000,114.6000
PPO,wildlife_ppo_370000_steps.zip,370000,models/ppo/wildlife_ppo_370000_steps.zip,865.4294,1692.5794,-1705.3366,2743.8332,0.0000,7.6000,3.4000,101.2000
PPO,wildlife_ppo_380000_steps.zip,380000,models/ppo/wildlife_ppo_380000_steps.zip,2764.4095,630.1288,1988.0032,3699.9000,0.0000,8.4000,1.2000,4.6000
PPO,wildlife_ppo_390000_steps.zip,390000,models/ppo/wildlife_ppo_390000_steps.zip,-789.4432,1478.4406,-2171.1984,2058.1832,0.0000,8.2000,1.4000,206.2000
PPO,wildlife_ppo_400000_steps.zip,400000,models/ppo/wildlife_ppo_400000_steps.zip,309.5184,1615.0689,-1497.9840,3053.1200,0.0000,8.0000,1.0000,129.0000
PPO,wildlife_ppo_410000_steps.zip,410000,models/ppo/wildlife_ppo_410000_steps.zip,890.0537,1643.2295,-1366.7712,3695.9000,0.0000,6.4000,1.6000,54.8000
PPO,wildlife_ppo_420000_steps.zip,420000,models/ppo/wildlife_ppo_420000_steps.zip,3094.2383,1645.3091,-169.1582,4256.0168,0.0000,11.0000,1.4000,15.0000
PPO,wildlife_ppo_430000_steps.zip,430000,models/ppo/wildlife_ppo_430000_steps.zip,2701.5335,2150.4624,-241.2734,5067.9992,0.0000,9.0000,2.0000,23.2000
PPO,wildlife_ppo_440000_steps.zip,440000,models/ppo/wildlife_ppo_440000_steps.zip,3232.4198,1873.8570,-51.0302,5216.7848,0.0000,8.6000,2.8000,15.6000
PPO,wildlife_ppo_450000_steps.zip,450000,models/ppo/wildlife_ppo_450000_steps.zip,1797.4886,1507.0575,344.5892,4452.6054,0.0000,8.4000,4.6000,50.8000
PPO,wildlife_ppo_460000_steps.zip,460000,models/ppo/wildlife_ppo_460000_steps.zip,3371.5936,2010.0505,-54.0020,5395.9632,0.0000,8.6000,2.6000,12.4000
PPO,wildlife_ppo_470000_steps.zip,470000,models/ppo/wildlife_ppo_470000_steps.zip,1824.7393,2813.6851,-1283.2532,5865.8086,0.0000,6.2000,2.8000,89.4000
PPO,wildlife_ppo_480000_steps.zip,480000,models/ppo/wildlife_ppo_480000_steps.zip,3871.0598,362.4867,3528.7202,4512.3318,0.0000,7.0000,5.4000,2.6000
PPO,wildlife_ppo_490000_steps.zip,490000,models/ppo/wildlife_ppo_490000_steps.zip,2457.1781,1238.5967,50.8426,3427.4756,0.0000,7.6000,5.0000,65.0000
PPO,wildlife_ppo_500000_steps.zip,500000,models/ppo/wildlife_ppo_500000_steps.zip,1680.2860,948.5044,153.2152,2490.6500,0.0000,7.8000,6.0000,47.2000
PPO,wildlife_ppo_510000_steps.zip,510000,models/ppo/wildlife_ppo_510000_steps.zip,2402.0606,2020.3630,-1536.6036,3776.5164,0.0000,7.4000,3.8000,89.6000
PPO,wildlife_ppo_520000_steps.zip,520000,models/ppo/wildlife_ppo_520000_steps.zip,3123.8006,652.9948,2024.7012,3699.9000,0.0000,6.6000,5.8000,8.4000
PPO,wildlife_ppo_530000_steps.zip,530000,models/ppo/wildlife_ppo_530000_steps.zip,3889.2440,1697.1114,724.7668,5555.4868,0.0000,8.6000,3.8000,5.0000
PPO,wildlife_ppo_540000_steps.zip,540000,models/ppo/wildlife_ppo_540000_steps.zip,2754.6732,1258.4023,1308.0320,4315.1088,0.0000,9.8000,5.2000,32.2000
PPO,wildlife_ppo_550000_steps.zip,550000,models/ppo/wildlife_ppo_550000_steps.zip,1774.9394,2804.5164,-1317.8956,4962.6212,0.0000,8.8000,4.6000,105.2000
PPO,wildlife_ppo_560000_steps.zip,560000,models/ppo/wildlife_ppo_560000_steps.zip,1913.5617,1750.7671,-55.0014,4007.6664,0.0000,7.0000,2.4000,0.8000
PPO,wildlife_ppo_570000_steps.zip,570000,models/ppo/wildlife_ppo_570000_steps.zip,1798.8301,1286.7202,279.1600,3699.9000,0.0000,7.8000,5.4000,14.6000
PPO,wildlife_ppo_580000_steps.zip,580000,models/ppo/wildlife_ppo_580000_steps.zip,2229.6259,1469.8059,249.6966,4768.3090,0.0000,8.2000,8.0000,9.0000
PPO,wildlife_ppo_590000_steps.zip,590000,models/ppo/wildlife_ppo_590000_steps.zip,2594.9082,720.8389,1585.4824,3611.6952,0.0000,7.0000,4.4000,2.0000
PPO,wildlife_ppo_600000_steps.zip,600000,models/ppo/wildlife_ppo_600000_steps.zip,2344.8220,2210.3188,-65.6008,4996.0476,0.0000,7.8000,5.2000,1.2000
PPO,wildlife_ppo_610000_steps.zip,610000,models/ppo/wildlife_ppo_610000_steps.zip,1195.0342,1217.7448,-52.0054,3476.2428,0.0000,7.6000,5.2000,37.4000
PPO,wildlife_ppo_620000_steps.zip,620000,models/ppo/wildlife_ppo_620000_steps.zip,1567.1506,837.5313,-46.0024,2275.3120,0.0000,6.8000,3.2000,24.8000
PPO,wildlife_ppo_630000_steps.zip,630000,models/ppo/wildlife_ppo_630000_steps.zip,3179.1698,1507.3732,639.7298,4647.3886,0.0000,10.4000,5.2000,39.6000
PPO,wildlife_ppo_640000_steps.zip,640000,models/ppo/wildlife_ppo_640000_steps.zip,2171.3223,2150.9375,-1087.3294,4249.4994,0.0000,7.2000,2.0000,42.8000
PPO,wildlife_ppo_650000_steps.zip,650000,models/ppo/wildlife_ppo_650000_steps.zip,2779.5100,1281.6118,1572.3000,4592.6674,0.0000,7.6000,1.8000,47.4000
PPO,wildlife_ppo_660000_steps.zip,660000,models/ppo/wildlife_ppo_660000_steps.zip,3962.4618,906.1743,2875.1166,5406.6372,0.0000,9.8000,4.2000,10.2000
PPO,wildlife_ppo_670000_steps.zip,670000,models/ppo/wildlife_ppo_670000_steps.zip,2767.4231,1447.9864,1152.6724,5404.6070,0.0000,8.0000,6.8000,25.8000
PPO,wildlife_ppo_680000_steps.zip,680000,models/ppo/wildlife_ppo_680000_steps.zip,2898.3942,617.7190,2216.6466,3761.8072,0.0000,6.4000,6.4000,26.6000
PPO,wildlife_ppo_690000_steps.zip,690000,models/ppo/wildlife_ppo_690000_steps.zip,3525.7421,732.9119,2133.5434,4074.3316,0.0000,7.2000,5.4000,17.8000
PPO,wildlife_ppo_700000_steps.zip,700000,models/ppo/wildlife_ppo_700000_steps.zip,2231.3217,1468.9335,325.7794,3699.9000,0.0000,8.0000,3.8000,46.6000
PPO,wildlife_ppo_710000_steps.zip,710000,models/ppo/wildlife_ppo_710000_steps.zip,2891.9461,2043.7986,705.7764,6407.7884,0.0000,9.6000,7.8000,15.0000
PPO,wildlife_ppo_720000_steps.zip,720000,models/ppo/wildlife_ppo_720000_steps.zip,2751.2133,1244.0096,635.5454,4098.1656,0.0000,11.0000,6.6000,4.0000
PPO,wildlife_ppo_730000_steps.zip,730000,models/ppo/wildlife_ppo_730000_steps.zip,2033.6564,1909.1405,-1205.2624,4039.2142,0.0000,7.8000,6.8000,73.2000
PPO,wildlife_ppo_740000_steps.zip,740000,models/ppo/wildlife_ppo_740000_steps.zip,3266.1231,1051.5890,2062.2106,4995.4092,0.0000,6.8000,5.0000,16.0000
PPO,wildlife_ppo_750000_steps.zip,750000,models/ppo/wildlife_ppo_750000_steps.zip,2509.2934,1547.7272,1185.9148,5515.5332,0.0000,10.2000,4.0000,59.2000
PPO,wildlife_ppo_760000_steps.zip,760000,models/ppo/wildlife_ppo_760000_steps.zip,2043.8020,2342.8331,-1196.0842,5120.2824,0.0000,9.8000,5.0000,39.8000
PPO,wildlife_ppo_770000_steps.zip,770000,models/ppo/wildlife_ppo_770000_steps.zip,2645.8590,794.5505,1401.5008,3506.7244,0.0000,8.8000,5.2000,1.4000
PPO,wildlife_ppo_780000_steps.zip,780000,models/ppo/wildlife_ppo_780000_steps.zip,2532.0012,1333.5641,59.0370,3672.0534,0.0000,8.8000,4.0000,22.2000
PPO,wildlife_ppo_790000_steps.zip,790000,models/ppo/wildlife_ppo_790000_steps.zip,3128.4617,987.9165,2056.5448,4763.5388,0.0000,9.4000,4.8000,4.0000
PPO,wildlife_ppo_800000_steps.zip,800000,models/ppo/wildlife_ppo_800000_steps.zip,2824.8977,1603.6184,936.5650,5113.3764,0.0000,7.2000,5.2000,20.8000
PPO,wildlife_ppo_810000_steps.zip,810000,models/ppo/wildlife_ppo_810000_steps.zip,4142.9384,737.8169,3412.9894,5538.9748,0.0000,8.8000,4.6000,3.2000
PPO,wildlife_ppo_820000_steps.zip,820000,models/ppo/wildlife_ppo_820000_steps.zip,2028.5007,1016.1308,1033.2866,3536.5294,0.0000,7.8000,6.8000,27.2000
PPO,wildlife_ppo_830000_steps.zip,830000,models/ppo/wildlife_ppo_830000_steps.zip,3141.7297,1655.0098,1154.9172,5202.7078,0.0000,10.8000,9.4000,2.6000
PPO,wildlife_ppo_840000_steps.zip,840000,models/ppo/wildlife_ppo_840000_steps.zip,2617.0893,1334.8161,555.5148,3699.9000,0.0000,6.2000,6.2000,0.8000
PPO,wildlife_ppo_850000_steps.zip,850000,models/ppo/wildlife_ppo_850000_steps.zip,1563.7718,843.5093,-0.5036,2316.2518,0.0000,9.2000,8.2000,62.6000
PPO,wildlife_ppo_860000_steps.zip,860000,models/ppo/wildlife_ppo_860000_steps.zip,2273.1373,1253.8227,546.8996,3700.5964,0.0000,6.6000,7.4000,6.2000
PPO,wildlife_ppo_870000_steps.zip,870000,models/ppo/wildlife_ppo_870000_steps.zip,2254.8624,1429.0328,-54.8532,3699.9000,0.0000,7.0000,4.8000,1.0000
PPO,wildlife_ppo_880000_steps.zip,880000,models/ppo/wildlife_ppo_880000_steps.zip,2659.7714,1703.9740,541.8798,4466.4638,0.0000,8.0000,7.2000,0.8000
PPO,wildlife_ppo_890000_steps.zip,890000,models/ppo/wildlife_ppo_890000_steps.zip,3239.4746,1480.4998,1426.5794,5514.3194,0.0000,7.2000,6.2000,7.6000
PPO,wildlife_ppo_900000_steps.zip,900000,models/ppo/wildlife_ppo_900000_steps.zip,2644.4693,1607.0342,232.2628,4034.8682,0.0000,11.6000,7.0000,38.0000
PPO,wildlife_ppo_910000_steps.zip,910000,models/ppo/wildlife_ppo_910000_steps.zip,1491.4346,1756.8111,-728.3618,3821.7464,0.0000,7.6000,7.2000,133.6000
PPO,wildlife_ppo_920000_steps.zip,920000,models/ppo/wildlife_ppo_920000_steps.zip,2014.0555,1413.9197,746.2318,4725.3774,0.0000,6.0000,3.2000,41.2000
PPO,wildlife_ppo_930000_steps.zip,930000,models/ppo/wildlife_ppo_930000_steps.zip,3429.6627,995.7910,2370.6258,4919.6196,0.0000,6.8000,8.8000,22.8000
PPO,wildlife_ppo_940000_steps.zip,940000,models/ppo/wildlife_ppo_940000_steps.zip,3634.0950,439.3416,2941.1704,4307.8742,0.0000,7.8000,9.8000,12.2000
PPO,wildlife_ppo_950000_steps.zip,950000,models/ppo/wildlife_ppo_950000_steps.zip,1146.6488,1908.7335,-1549.3506,4220.7680,0.0000,7.8000,7.4000,107.2000
PPO,wildlife_ppo_960000_steps.zip,960000,models/ppo/wildlife_ppo_960000_steps.zip,1352.4196,1524.1659,-1528.2288,2960.3612,0.0000,7.4000,10.6000,72.8000
PPO,wildlife_ppo_970000_steps.zip,970000,models/ppo/wildlife_ppo_970000_steps.zip,3446.7294,1078.6827,1578.9000,4940.9728,0.0000,8.2000,6.2000,37.0000
PPO,wildlife_ppo_980000_steps.zip,980000,models/ppo/wildlife_ppo_980000_steps.zip,2597.6497,1866.6819,-17.5768,4878.8530,0.0000,9.0000,5.6000,26.4000
PPO,wildlife_ppo_990000_steps.zip,990000,models/ppo/wildlife_ppo_990000_steps.zip,3632.3457,956.4938,2460.8270,5243.6170,0.0000,8.4000,7.0000,5.6000
PPO,wildlife_ppo_1000000_steps.zip,1000000,models/ppo/wildlife_ppo_1000000_steps.zip,2716.0307,1018.4569,1083.4700,4127.0298,0.0000,7.6000,11.0000,61.8000
PPO,wildlife_ppo_final.zip,1000000000,models/ppo/wildlife_ppo_final.zip,1874.6560,1225.0067,397.4104,3202.6028,0.0000,6.0000,11.0000,37.8000
